date,time,title,speaker,type
ends 1:30 PM,11:00-1:30,Offline Model-based Optimization for Real-World Molecular Discovery,N/A,Poster Session
ends 1:30 PM,11:00-1:30,HEAP: Hyper Extended A-PDHG Operator for Constrained High-dim PDEs,N/A,Poster Session
ends 1:30 PM,11:00-1:30,QuanONet: Quantum Neural Operator with Application to Differential Equation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Enhancing Ligand Validity and Affinity in Structure-Based Drug Design with Multi-Reward Optimization,N/A,Poster Session
ends 1:30 PM,11:00-1:30,From Thousands to Billions: 3D Visual Language Grounding via Render-Supervised Distillation from 2D VLMs,N/A,Poster Session
ends 1:30 PM,11:00-1:30,FourierMamba: Fourier Learning Integration with State Space Models for Image Deraining,N/A,Poster Session
ends 1:30 PM,11:00-1:30,FlexiReID: Adaptive Mixture of Expert for Multi-Modal Person Re-Identification,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Towards World Simulator: Crafting Physical Commonsense-Based Benchmark for Video Generation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Efficient Noise Calculation in Deep Learning-based MRI Reconstructions,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Probing Visual Language Priors in VLMs,N/A,Poster Session
ends 1:30 PM,11:00-1:30,SECOND: Mitigating Perceptual Hallucination in Vision-Language Models via Selective and Contrastive Decoding,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Toward Robust Hyper-Detailed Image Captioning: A Multiagent Approach and Dual Evaluation Metrics for Factuality and Coverage,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Beyond Entropy: Region Confidence Proxy for Wild Test-Time Adaptation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Demystifying Catastrophic Forgetting in Two-Stage Incremental Object Detector,N/A,Poster Session
ends 1:30 PM,11:00-1:30,"Boosting Virtual Agent Learning and Reasoning: A Step-Wise, Multi-Dimensional, and Generalist Reward Model with Benchmark",N/A,Poster Session
ends 1:30 PM,11:00-1:30,Impossible Videos,N/A,Poster Session
ends 1:30 PM,11:00-1:30,FreeMesh: Boosting Mesh Generation with Coordinates Merging,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Temporal Misalignment in ANN-SNN Conversion and its Mitigation via Probabilistic Spiking Neurons,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Adaptive Multi-prompt Contrastive Network for Few-shot Out-of-distribution Detection,N/A,Poster Session
ends 1:30 PM,11:00-1:30,LOCATE 3D: Real-World Object Localization via Self-Supervised Learning in 3D,N/A,Poster Session
ends 1:30 PM,11:00-1:30,How Do Images Align and Complement LiDAR? Towards a Harmonized Multi-modal 3D Panoptic Segmentation,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Geometric Feature Embedding for Effective 3D Few-Shot Class Incremental Learning,N/A,Poster Session
ends 1:30 PM,11:00-1:30,3D-LMVIC: Learning-based Multi-View Image Compression with 3D Gaussian Geometric Priors,N/A,Poster Session
ends 1:30 PM,11:00-1:30,Enhancing Foundation Models with Federated Domain Knowledge Infusion,N/A,Poster Session
SUN 13 JUL,9 a.m.,Multi-Agent Collaboration with Faulty Agents,N/A,Poster Session
SUN 13 JUL,9 a.m.,Correlated Errors in Large Language Models,N/A,Poster Session
SUN 13 JUL,9 a.m.,STAMP Your Content: Proving Dataset Membership via Watermarked Rephrasings,N/A,Poster Session
SUN 13 JUL,9 a.m.,Variational Learning of Fractional Posteriors,N/A,Poster Session
SUN 13 JUL,9 a.m.,Censor Dependent Variational Inference,N/A,Poster Session
SUN 13 JUL,9 a.m.,Identification of Latent Confounders via Investigating the Tensor Ranks of the Nonlinear Observations,N/A,Poster Session
SUN 13 JUL,9 a.m.,Efficiently Vectorized MCMC on Modern Accelerators,N/A,Poster Session
SUN 13 JUL,9 a.m.,NETS: A Non-equilibrium Transport Sampler,N/A,Poster Session
SUN 13 JUL,9 a.m.,Progressive Tempering Sampler with Diffusion,N/A,Poster Session
SUN 13 JUL,9 a.m.,The Noisy Laplacian: a Threshold Phenomenon for Non-Linear Dimension Reduction,N/A,Poster Session
SUN 13 JUL,9 a.m.,Demeaned Sparse: Efficient Anomaly Detection by Residual Estimate,N/A,Poster Session
SUN 13 JUL,9 a.m.,Interaction-Aware Gaussian Weighting for Clustered Federated Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,Robust Conformal Outlier Detection under Contaminated Reference Data,N/A,Poster Session
SUN 13 JUL,9 a.m.,Adjusting Model Size in Continual Gaussian Processes: How Big is Big Enough?,N/A,Poster Session
SUN 13 JUL,9 a.m.,Can Transformers Learn Full Bayesian Inference in Context?,N/A,Poster Session
SUN 13 JUL,9 a.m.,"FAB-PPI: Frequentist, Assisted by Bayes, Prediction-Powered Inference",N/A,Poster Session
SUN 13 JUL,9 a.m.,Linearization Turns Neural Operators into Function-Valued Gaussian Processes,N/A,Poster Session
SUN 13 JUL,9 a.m.,Polynomial-Delay MAG Listing with Novel Locally Complete Orientation Rules,N/A,Poster Session
SUN 13 JUL,9 a.m.,Non-asymptotic Error Bounds in W2-Distance with Sqrt(d) Dimension Dependence and First Order Convergence for Langevin Monte Carlo beyond Log-Concavity,N/A,Poster Session
SUN 13 JUL,9 a.m.,CACTI: Leveraging Copy Masking and Contextual Information to Improve Tabular Data Imputation,N/A,Poster Session
SUN 13 JUL,9 a.m.,Towards Understanding Parametric Generalized Category Discovery on Graphs,N/A,Poster Session
SUN 13 JUL,9 a.m.,Diversified Flow Matching with Translation Identifiability,N/A,Poster Session
SUN 13 JUL,9 a.m.,Self-Discriminative Modeling for Anomalous Graph Detection,N/A,Poster Session
SUN 13 JUL,9 a.m.,Rethinking Confidence Scores and Thresholds in Pseudolabeling-based SSL,N/A,Poster Session
SUN 13 JUL,9 a.m.,Point-Level Topological Representation Learning on Point Clouds,N/A,Poster Session
SUN 13 JUL,9 a.m.,A Selective Learning Method for Temporal Graph Continual Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,Positive-unlabeled AUC Maximization under Covariate Shift,N/A,Poster Session
SUN 13 JUL,9 a.m.,No Task Left Behind: Isotropic Model Merging with Common and Task-Specific Subspaces,N/A,Poster Session
SUN 13 JUL,9 a.m.,Proxy-FDA: Proxy-based Feature Distribution Alignment for Fine-tuning Vision Foundation Models without Forgetting,N/A,Poster Session
SUN 13 JUL,9 a.m.,Interchangeable Token Embeddings for Extendable Vocabulary and Alpha-Equivalence,N/A,Poster Session
SUN 13 JUL,9 a.m.,EnsLoss: Stochastic Calibrated Loss Ensembles for Preventing Overfitting in Classification,N/A,Poster Session
SUN 13 JUL,9 a.m.,Understanding the Unfairness in Network Quantization,N/A,Poster Session
SUN 13 JUL,9 a.m.,Enhancing Logits Distillation with Plug&Play Kendall's τ Ranking Loss,N/A,Poster Session
SUN 13 JUL,9 a.m.,Principled Algorithms for Optimizing Generalized Metrics in Binary Classification,N/A,Poster Session
SUN 13 JUL,9 a.m.,Generative Modeling Reinvents Supervised Learning: Label Repurposing with Predictive Consistency Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,Lightweight Dataset Pruning without Full Training via Example Difficulty and Prediction Uncertainty,N/A,Poster Session
SUN 13 JUL,9 a.m.,CAT Merging: A Training-Free Approach for Resolving Conflicts in Model Merging,N/A,Poster Session
SUN 13 JUL,9 a.m.,Test-time Adaptation on Graphs via Adaptive Subgraph-based Selection and Regularized Prototypes,N/A,Poster Session
SUN 13 JUL,9 a.m.,Low-Rank Tensor Transitions (LoRT) for Transferable Tensor Regression,N/A,Poster Session
SUN 13 JUL,9 a.m.,Dual Feature Reduction for the Sparse-group Lasso and its Adaptive Variant,N/A,Poster Session
SUN 13 JUL,9 a.m.,Computing Optimal Transport Maps and Wasserstein Barycenters Using Conditional Normalizing Flows,N/A,Poster Session
SUN 13 JUL,9 a.m.,Near-optimal Sketchy Natural Gradients for Physics-Informed Neural Networks,N/A,Poster Session
SUN 13 JUL,9 a.m.,ELMO : Efficiency via Low-precision and Peak Memory Optimization in Large Output Spaces,N/A,Poster Session
SUN 13 JUL,9 a.m.,Permutation-Free High-Order Interaction Tests,N/A,Poster Session
SUN 13 JUL,9 a.m.,Spherical Rotation Dimension Reduction with Geometric Loss Functions,N/A,Poster Session
SUN 13 JUL,9 a.m.,Emergence in non-neural models: grokking modular arithmetic via average gradient outer product,N/A,Poster Session
SUN 13 JUL,9 a.m.,Towards the Causal Complete Cause of Multi-Modal Representation Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,SHE: Streaming-media Hashing Retrieval,N/A,Poster Session
SUN 13 JUL,9 a.m.,Does Data Scaling Lead to Visual Compositional Generalization?,N/A,Poster Session
SUN 13 JUL,9 a.m.,Active Learning with Selective Time-Step Acquisition for PDEs,N/A,Poster Session
SUN 13 JUL,9 a.m.,FisherSFT: Data-Efficient Supervised Fine-Tuning of Language Models Using Information Gain,N/A,Poster Session
SUN 13 JUL,9 a.m.,The Relationship Between No-Regret Learning and Online Conformal Prediction,N/A,Poster Session
SUN 13 JUL,9 a.m.,SEAD: Unsupervised Ensemble of Streaming Anomaly Detectors,N/A,Poster Session
SUN 13 JUL,9 a.m.,Learning Vision and Language Concepts for Controllable Image Generation,N/A,Poster Session
SUN 13 JUL,9 a.m.,Revisiting Neural Networks for Few-Shot Learning: A Zero-Cost NAS Perspective,N/A,Poster Session
SUN 13 JUL,9 a.m.,Sanity Checking Causal Representation Learning on a Simple Real-World System,N/A,Poster Session
SUN 13 JUL,9 a.m.,Deep Fuzzy Multi-view Learning for Reliable Classification,N/A,Poster Session
SUN 13 JUL,9 a.m.,DANCE: Dual Unbiased Expansion with Group-acquired Alignment for Out-of-distribution Graph Fairness Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,PlaySlot: Learning Inverse Latent Dynamics for Controllable Object-Centric Video Prediction and Planning,N/A,Poster Session
SUN 13 JUL,9 a.m.,Tensor Decomposition Based Memory-Efficient Incremental Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,Adaptive Data Collection for Robust Learning Across Multiple Distributions,N/A,Poster Session
SUN 13 JUL,9 a.m.,Unconstrained Robust Online Convex Optimization,N/A,Poster Session
SUN 13 JUL,9 a.m.,QUTE: Quantifying Uncertainty in TinyML models with Early-exit-assisted ensembles for model-monitoring,N/A,Poster Session
SUN 13 JUL,9 a.m.,Accelerating Linear Recurrent Neural Networks for the Edge with Unstructured Sparsity,N/A,Poster Session
SUN 13 JUL,9 a.m.,Compute or Load KV Cache? Why Not Both?,N/A,Poster Session
SUN 13 JUL,9 a.m.,KoopSTD: Reliable Similarity Analysis between Dynamical Systems via Approximating Koopman Spectrum with Timescale Decoupling,N/A,Poster Session
SUN 13 JUL,9 a.m.,RAGGED: Towards Informed Design of Scalable and Stable RAG Systems,N/A,Poster Session
SUN 13 JUL,9 a.m.,Prompt-to-Leaderboard: Prompt-Adaptive LLM Evaluations,N/A,Poster Session
SUN 13 JUL,9 a.m.,am-ELO: A Stable Framework for Arena-based LLM Evaluation,N/A,Poster Session
SUN 13 JUL,9 a.m.,Tightening Causal Bounds via Covariate-Aware Optimal Transport,N/A,Poster Session
SUN 13 JUL,9 a.m.,Integer Programming for Generalized Causal Bootstrap Designs,N/A,Poster Session
SUN 13 JUL,9 a.m.,Automatic Reward Shaping from Confounded Offline Data,N/A,Poster Session
SUN 13 JUL,9 a.m.,Identifying Causal Direction via Variational Bayesian Compression,N/A,Poster Session
SUN 13 JUL,9 a.m.,Doubly Robust Fusion of Many Treatments for Policy Learning,N/A,Poster Session
SUN 13 JUL,9 a.m.,From Logits to Hierarchies: Hierarchical Clustering made Simple,N/A,Poster Session
SUN 13 JUL,9 a.m.,MCU: An Evaluation Framework for Open-Ended Game Agents,N/A,Poster Session
SUN 13 JUL,9 a.m.,From Jack of All Trades to Master of One: Specializing LLM-based Autoraters to a Test Set,N/A,Poster Session
SUN 13 JUL,9 a.m.,The Hidden Joules: Evaluating the Energy Consumption of Vision Backbones for Progress Towards More Efficient Model Inference,N/A,Poster Session
SUN 13 JUL,9 a.m.,AutoEval Done Right: Using Synthetic Data for Model Evaluation,N/A,Poster Session
SUN 13 JUL,9 a.m.,RE-IMAGINE: Symbolic Benchmark Synthesis for Reasoning Evaluation,N/A,Poster Session
SUN 13 JUL,9 a.m.,Bridging Fairness and Efficiency in Conformal Inference: A Surrogate-Assisted Group-Clustered Approach,N/A,Poster Session
SUN 13 JUL,9 a.m.,Overestimation in LLM Evaluation: A Controlled Large-Scale Study on Data Contamination’s Impact on Machine Translation,N/A,Poster Session
SUN 13 JUL,9 a.m.,Permutation-based Rank Test in the Presence of Discretization and Application in Causal Discovery with Mixed Data,N/A,Poster Session
SUN 13 JUL,9 a.m.,Double Machine Learning for Causal Inference under Shared-State Interference,N/A,Poster Session
SUN 13 JUL,9 a.m.,Stronger Neyman Regret Guarantees for Adaptive Experimental Design,N/A,Poster Session
SUN 13 JUL,9 a.m.,On Efficient Estimation of Distributional Treatment Effects under Covariate-Adaptive Randomization,N/A,Poster Session
N/A,N/A,Contextual Bandits With Interference,N/A,N/A
N/A,N/A,Extracting Rare Dependence Patterns via Adaptive Sample Reweighting,N/A,N/A
N/A,N/A,Active Treatment Effect Estimation via Limited Samples,N/A,N/A
N/A,N/A,Strong and Weak Identifiability of Optimization-based Causal Discovery in Non-linear Additive Noise Models,N/A,N/A
N/A,N/A,Continuous Bayesian Model Selection for Multivariate Causal Discovery,N/A,N/A
N/A,N/A,Fast Min-ϵ Segmented Regression using Constant-Time Segment Merging,N/A,N/A
N/A,N/A,UltraTWD: Optimizing Ultrametric Trees for Tree-Wasserstein Distance,N/A,N/A
N/A,N/A,Branches: Efficiently Seeking Optimal Sparse Decision Trees via AO*,N/A,N/A
N/A,N/A,Solving Satisfiability Modulo Counting Exactly with Probabilistic Circuits,N/A,N/A
N/A,N/A,Locality Preserving Markovian Transition for Instance Retrieval,N/A,N/A
N/A,N/A,Conformity Score Averaging for Classification,N/A,N/A
N/A,N/A,False Coverage Proportion Control for Conformal Prediction,N/A,N/A
N/A,N/A,A Variational Information Theoretic Approach to Out-of-Distribution Detection,N/A,N/A
N/A,N/A,Hierarchical Refinement: Optimal Transport to Infinity and Beyond,N/A,N/A
N/A,N/A,Deep Sturm–Liouville: From Sample-Based to 1D Regularization with Learnable Orthogonal Basis Functions,N/A,N/A
N/A,N/A,A Certified Unlearning Approach without Access to Source Data,N/A,N/A
N/A,N/A,"One Arrow, Two Hawks: Sharpness-aware Minimization for Federated Learning via Global Model Trajectory",N/A,N/A
N/A,N/A,Does One-shot Give the Best Shot? Mitigating Model Inconsistency in One-shot Federated Learning,N/A,N/A
N/A,N/A,Prior Knowledge Guided Neural Architecture Generation,N/A,N/A
N/A,N/A,Stochastic Encodings for Active Feature Acquisition,N/A,N/A
N/A,N/A,FastCAV: Efficient Computation of Concept Activation Vectors for Explaining Deep Neural Networks,N/A,N/A
N/A,N/A,Curvature Enhanced Data Augmentation for Regression,N/A,N/A
N/A,N/A,On Temperature Scaling and Conformal Prediction of Deep Classifiers,N/A,N/A
N/A,N/A,On the Query Complexity of Verifier-Assisted Language Generation,N/A,N/A
N/A,N/A,The Butterfly Effect: Neural Network Training Trajectories Are Highly Sensitive to Initial Conditions,N/A,N/A
N/A,N/A,Floating-Point Neural Networks Can Represent Almost All Floating-Point Functions,N/A,N/A
N/A,N/A,Adaptive kernel predictors from feature-learning infinite limits of neural networks,N/A,N/A
N/A,N/A,On the Local Complexity of Linear Regions in Deep ReLU Networks,N/A,N/A
N/A,N/A,Fishers for Free? Approximating the Fisher Information Matrix by Recycling the Squared Gradient Accumulator,N/A,N/A
N/A,N/A,Optimization for Neural Operators can Benefit from Width,N/A,N/A
N/A,N/A,IMTS is Worth Time × Channel Patches: Visual Masked Autoencoders for Irregular Multivariate Time Series Prediction,N/A,N/A
N/A,N/A,Probably Approximately Global Robustness Certification,N/A,N/A
N/A,N/A,Adapting to Evolving Adversaries with Regularized Continual Robust Training,N/A,N/A
N/A,N/A,SMART-PC: Skeletal Model Adaptation for Robust Test-Time Training in Point Clouds,N/A,N/A
N/A,N/A,CTBench: A Library and Benchmark for Certified Training,N/A,N/A
N/A,N/A,Targeted Unlearning with Single Layer Unlearning Gradient,N/A,N/A
N/A,N/A,An Augmentation-Aware Theory for Self-Supervised Contrastive Learning,N/A,N/A
N/A,N/A,Patch-wise Structural Loss for Time Series Forecasting,N/A,N/A
N/A,N/A,AEQA-NAT : Adaptive End-to-end Quantization Alignment Training Framework for Non-autoregressive Machine Translation,N/A,N/A
N/A,N/A,Discovering Physics Laws of Dynamical Systems via Invariant Function Learning,N/A,N/A
N/A,N/A,Bayesian Basis Function Approximation for Scalable Gaussian Process Priors in Deep Generative Models,N/A,N/A
N/A,N/A,Non-stationary Diffusion For Probabilistic Time Series Forecasting,N/A,N/A
N/A,N/A,When Will It Fail?: Anomaly to Prompt for Forecasting Future Anomalies in Time Series,N/A,N/A
N/A,N/A,Towards a General Time Series Forecasting Model with Unified Representation and Adaptive Transfer,N/A,N/A
N/A,N/A,"Unveiling AI's Blind Spots: An Oracle for In-Domain, Out-of-Domain, and Adversarial Errors",N/A,N/A
N/A,N/A,The Devil Is in the Details: Tackling Unimodal Spurious Correlations for Generalizable Multimodal Reward Models,N/A,N/A
N/A,N/A,AdvAgent: Controllable Blackbox Red-teaming on Web Agents,N/A,N/A
