title,date,time,end_time,speaker,session_type,url,abstract
C3Po: Cross-View Cross-Modality Correspondence by Pointmap Prediction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121636,
GS2E: Gaussian Splatting is an Effective Data Generator for Event Stream Generation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121591,
RGB-Only Supervised Camera Parameter Optimization in Dynamic Scenes,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120296,
ODG: Occupancy Prediction Using Dual Gaussians,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119271,
PBR-SR: Mesh PBR Texture Super Resolution from 2D Image Priors,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119211,
I2-NeRF: Learning Neural Radiance Fields Under Physically-Grounded Media Interactions,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118758,
Learning Neural Exposure Fields for View Synthesis,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118401,
RaySt3R: Predicting Novel Depth Maps for Zero-Shot Object Completion,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118332,
Dynamic Gaussian Splatting from Defocused  and Motion-blurred Monocular Videos,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118115,
Omnidirectional 3D Scene Reconstruction from Single Image,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117974,
X-Field: A Physically Informed Representation for 3D X-ray Reconstruction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117962,
SRHand: Super-Resolving Hand Images and 3D Shapes via View/Pose-aware Neural Image Representations and Explicit Meshes,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117935,
FlexWorld: Progressively Expanding 3D Scenes for Flexible-View Exploration,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117746,
ROGR: Relightable 3D Objects using Generative Relighting,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117687,
LangSplatV2: High-dimensional 3D Language Gaussian Splatting with 450+ FPS,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117503,
OrthoLoC: UAV 6-DoF Localization and Calibration Using Orthographic Geodata,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121611,
Face-Human-Bench: A Comprehensive Benchmark of Face and Human Understanding for Multi-modal Assistants,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121722,
CHOICE: Benchmarking the Remote Sensing Capabilities of Large Vision-Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121749,
MME: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121773,
EmoNet-Face: An Expert-Annotated Benchmark for Synthetic Emotion Recognition,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121788,
Intend to Move: A Multimodal Dataset for Intention-Aware Human Motion Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121855,
HAIF-GS: Hierarchical and Induced Flow-Guided Gaussian Splatting for Dynamic Scene,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115007,
Point3R: Streaming 3D Reconstruction with Explicit Spatial Pointer Memory,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115114,
Segment then Splat: Unified 3D Open-Vocabulary Segmentation via Gaussian Splatting,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115127,
ARMesh: Autoregressive Mesh Generation via Next-Level-of-Detail Prediction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115211,
Rig3R: Rig-Aware Conditioning and Discovery for 3D Reconstruction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115429,
3D Visual Illusion Depth Estimation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115511,
"ShapeCraft: LLM Agents for Structured, Textured and Interactive 3D Modeling",WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115664,
Fin3R: Fine-tuning Feed-forward 3D Reconstruction Models via Monocular Knowledge Distillation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115951,
LuxDiT: Lighting Estimation with Video Diffusion Transformer,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116097,
Towards Generalizable 3D Human Pose Estimation via Ensembles on Flat Loss Landscapes,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116126,
RPG360: Robust 360 Depth Estimation with Perspective Foundation Models and Graph Optimization,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116329,
Learning Generalizable Shape Completion with SIM(3) Equivariance,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116763,
QuadricFormer: Scene as Superquadrics for 3D Semantic Occupancy Prediction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116903,
MeshCoder: LLM-Powered Structured Mesh Code Generation from Point Clouds,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117054,
Situat3DChange: Situated 3D Change Understanding Dataset for Multimodal Large Language Model,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121602,
SMMILE: An expert-driven benchmark for multimodal medical in-context learning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121577,
EgoBlind: Towards Egocentric Visual Assistance for the Blind,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121565,
3EED: Ground Everything Everywhere in 3D,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121462,
DynamicVL: Benchmarking Multimodal Large Language Models for Dynamic City Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121371,
Model-Guided Dual-Role Alignment for High-Fidelity Open-Domain Video-to-Audio Generation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120356,
UniPixel: Unified Object Referring and Segmentation for Pixel-Level Visual Reasoning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120066,
Simulation-Based Inference for Adaptive Experiments,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116295,
VL-Rethinker: Incentivizing Self-Reflection of Vision-Language Models with Reinforcement Learning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119918,
PerceptionLM: Open-Access Data and Models for Detailed Visual Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119876,
Multi-Kernel Correlation-Attention Vision Transformer for Enhanced Contextual Understanding and Multi-Scale Integration,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119816,
InfMasking: Unleashing Synergistic Information  by Contrastive Multimodal Interactions,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119809,
LaViDa: A Large Diffusion Model for Vision-Language Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119782,
Show-o2: Improved Native Unified Multimodal Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119700,
OpenBox: Annotate Any Bounding Boxes in 3D,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119679,
Unified Reinforcement and Imitation Learning for Vision-Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119665,
FRN: Fractal-Based Recursive Spectral Reconstruction Network,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119659,
FOCUS: Internal MLLM Representations for Efficient Fine-Grained Visual Question Answering,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119637,
INST-IT: Boosting Instance Understanding via Explicit Visual Prompt Instruction Tuning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119587,
OpenMMEgo: Enhancing Egocentric Understanding for LMMs with Open Weights and Data,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119544,
Time-R1: Post-Training Large Vision Language Model for Temporal Video Grounding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116757,
REOrdering Patches Improves Vision Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116773,
MERIT: Multilingual Semantic Retrieval with Interleaved Multi-Condition Query,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117050,
One Token per Highly Selective Frame: Towards Extreme Compression for Long Video Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117133,
OnlineSplatter: Pose-Free Online 3D Reconstruction for Free-Moving Objects,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117447,
Vision Transformers with Self-Distilled Registers,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117648,
ExGra-Med: Extended Context Graph Alignment for Medical Vision-Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117826,
UFM: A Simple Path towards Unified Dense Correspondence with Flow,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117892,
ReID5o: Achieving Omni Multi-modal Person Re-identification in a Single Model,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118107,
VITRIX-UniViTAR: Unified Vision Transformer with Native Resolution,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118217,
Towards Self-Refinement of Vision-Language Models with Triangular Consistency,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118260,
Confusion-Driven Self-Supervised Progressively Weighted Ensemble Learning for Non-Exemplar Class Incremental Learning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115122,
VL-SAM-V2: Open-World Object Detection with General and Specific Query Fusion,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118607,
MEgoHand: Multimodal Egocentric Hand-Object Interaction Motion Generation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118979,
Fact-R1: Towards Explainable Video Misinformation Detection with Deep Reasoning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119113,
SegMASt3R: Geometry Grounded Segment Matching,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119228,
RePIC: Reinforced Post-Training for Personalizing Multi-Modal Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119231,
Event-Guided Consistent Video Enhancement with Modality-Adaptive Diffusion Pipeline,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119370,
Beyond Attention or Similarity: Maximizing Conditional Diversity for Token Pruning in MLLMs,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119383,
EgoThinker: Unveiling Egocentric Reasoning with Spatio-Temporal CoT,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119530,
Chirality in Action: Time-Aware Video Representation Learning by Latent Straightening,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116636,
Taming generative video models for zero-shot optical flow extraction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116626,
MixPrompt: Efficient Mixed Prompting for Multimodal Semantic Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116430,
Where Does It Exist from the Low-Altitude: Spatial Aerial Video Grounding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116334,
iFinder: Structured Zero-Shot Vision-Based LLM Grounding for Dash-Cam Video Reasoning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116305,
From Human Attention to Diagnosis: Semantic Patch-Level Integration of Vision-Language Models in Medical Imaging,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116279,
SCOPE: Saliency-Coverage Oriented Token Pruning for Efficient Multimodel LLMs,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116033,
CausalVTG: Towards Robust Video Temporal Grounding via Causal Inference,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116019,
TempSamp-R1: Effective Temporal Sampling with Reinforcement Fine-Tuning for Video LLMs,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115934,
From Forecasting to Planning: Policy World Model for Collaborative State-Action Prediction,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115790,
Automatic Synthetic Data and Fine-grained Adaptive Feature Alignment for Composed Person Retrieval,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115728,
"MotionBind: Multi-Modal Human Motion Alignment for Retrieval, Recognition, and Generation",WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115690,
Scaling Image Geo-Localization to Continent Level,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115618,
Balanced Token Pruning: Accelerating Vision Language Models Beyond Local Optimization,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115558,
InstructRestore: Region-Customized Image Restoration with Human Instructions,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115458,
SpaceServe: Spatial Multiplexing of Complementary Encoders and Decoders for Multimodal LLMs,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115356,
HopaDIFF: Holistic-Partial Aware Fourier Conditioned Diffusion for Referring Human Action Segmentation in Multi-Person Scenarios,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115245,
Distil-E2D: Distilling Image-to-Depth Priors for Event-Based Monocular Depth Estimation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115168,
Iterative Tool Usage Exploration for Multimodal Agents via Step-wise Preference Tuning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115154,
BioCLIP 2: Emergent Properties from Scaling Hierarchical Contrastive Learning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115146,
Learning the Wrong Lessons: Syntactic-Domain Spurious Correlations in Language Models,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116066,
Interaction-Centric Knowledge Infusion and Transfer for Open Vocabulary Scene Graph Generation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116684,
CQ-DINO: Mitigating Gradient Dilution via Category Queries for Vast Vocabulary Object Detection,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116878,
Knowledge Graph Enhanced Generative Multi-modal Models for Class-Incremental Learning,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117916,
OmniGaze: Reward-inspired Generalizable Gaze Estimation in the Wild,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117994,
Diffusing DeBias: Synthetic Bias Amplification for Model Debiasing,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119812,
Dual-Space Semantic Synergy Distillation for Continual Learning of Unlabeled Streams,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120294,
CoralVQA: A Large-Scale Visual Question Answering Dataset for Coral Reef Image Understanding,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121508,
egoEMOTION: Egocentric Vision and Physiological Signals for Emotion and Personality Recognition in Real-world Tasks,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/121710,
Mamba Goes HoME: Hierarchical Soft Mixture-of-Experts for 3D Medical Image Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115006,
Differentiable Hierarchical Visual Tokenization,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/115180,
Continual Gaussian Mixture Distribution Modeling for Class Incremental Semantic Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/116973,
Towards Unsupervised Domain Bridging via Image Degradation in Semantic Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117018,
MATCH: Multi-faceted Adaptive Topo-Consistency for Semi-Supervised Histopathology Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117177,
Gate to the Vessel: Residual Experts Restore What SAM Overlooks,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117330,
CamSAM2: Segment Anything Accurately in Camouflaged Videos,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/117583,
VQ-Seg: Vector-Quantized Token Perturbation for Semi-Supervised Medical Image Segmentation,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/118930,
GauSAM: Contour‑Guided 2D Gaussian Fields for Multi‑Scale Medical Image Segmentation with Segment Anything,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/119713,
Bringing SAM to new heights: leveraging elevation data for tree crown segmentation from drone imagery,WED 3 DEC,4:30,7:30,,Poster,https://neurips.cc/virtual/2025/poster/120185,
